parameters/trunk.3.bias,val_bm_f1_macro,test_bm_f1_macro,val_loss,val_lesion_f1_macro,val_bm_acc,gradients/trunk.0.weight,gradients/trunk.0.bias,parameters/trunk.0.weight,epoch,test_lesion_f1_macro,val_skin_f1_macro,gradients/head_lesion.bias,lr,gradients/head_bm.weight,train_loss,parameters/head_skin.weight,parameters/trunk.0.bias,test_loss,_timestamp,train_bm_acc,_step,parameters/head_skin.bias,gradients/trunk.3.weight,test_skin_acc,gradients/head_bm.bias,_runtime,gradients/trunk.3.bias,gradients/head_skin.bias,test_lesion_acc,parameters/head_lesion.bias,parameters/trunk.3.weight,parameters/head_bm.weight,gradients/head_skin.weight,parameters/head_lesion.weight,test_bm_acc,val_skin_acc,train_skin_acc,val_lesion_acc,train_lesion_acc,parameters/head_bm.bias,gradients/head_lesion.weight,test_skin_f1_macro
"{'packedBins': {'min': -0.04637068882584572, 'size': 0.0015451524523086846, 'count': 64}, '_type': 'histogram', 'values': [2, 1, 0, 2, 3, 0, 4, 4, 3, 5, 7, 3, 9, 5, 7, 4, 3, 4, 5, 2, 3, 5, 5, 5, 4, 7, 5, 3, 4, 4, 3, 4, 8, 2, 1, 5, 6, 3, 11, 2, 0, 7, 9, 2, 1, 5, 7, 6, 3, 5, 5, 7, 4, 3, 5, 6, 4, 2, 0, 4, 2, 3, 0, 3]}",0.3949766125545379,,3.0476027131080627,0.1103535106445526,0.5647372429550648,"{'values': [1, 1, 0, 0, 2, 2, 3, 2, 2, 2, 3, 6, 2, 3, 5, 4, 7, 3, 10, 15, 19, 27, 34, 39, 73, 90, 125, 207, 356, 655, 1386, 3479, 18470, 96787, 5369, 1763, 823, 408, 288, 171, 125, 69, 51, 26, 34, 22, 21, 21, 12, 7, 10, 6, 6, 2, 7, 0, 4, 2, 1, 1, 2, 0, 0, 1], 'packedBins': {'min': -0.01751708984375, 'size': 0.0005283355712890625, 'count': 64}, '_type': 'histogram'}","{'values': [1, 1, 0, 0, 2, 1, 1, 2, 0, 0, 0, 2, 0, 1, 0, 2, 3, 0, 2, 0, 2, 2, 3, 9, 10, 4, 9, 12, 19, 11, 13, 17, 15, 213, 14, 16, 17, 12, 9, 9, 13, 8, 8, 6, 5, 5, 3, 6, 4, 2, 8, 3, 1, 1, 1, 0, 0, 1, 0, 0, 2, 0, 0, 1], 'packedBins': {'count': 64, 'min': -0.021728515625, 'size': 0.0006554126739501953}, '_type': 'histogram'}","{'packedBins': {'min': -0.1225285679101944, 'size': 0.003928270889446139, 'count': 64}, '_type': 'histogram', 'values': [2, 3, 4, 1, 10, 14, 23, 27, 46, 73, 96, 145, 238, 516, 761, 1096, 1324, 1663, 2099, 2297, 2499, 2644, 2711, 2706, 2805, 2936, 3640, 5045, 5485, 6048, 8023, 26210, 6212, 5544, 5051, 4541, 2958, 2919, 2767, 2768, 2653, 2532, 2384, 2264, 1941, 1605, 1231, 1024, 734, 313, 150, 88, 75, 50, 30, 19, 12, 8, 3, 1, 1, 2, 1, 1]}",1.0,,0.4705343111576742,"{'packedBins': {'size': 0.004014015197753906, 'count': 64, 'min': -0.154296875}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}",0.0001,"{'packedBins': {'count': 64, 'min': -0.31396484375, 'size': 0.0098114013671875}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 2, 7, 2, 4, 5, 4, 9, 9, 9, 13, 20, 27, 23, 28, 206, 23, 27, 20, 13, 9, 9, 8, 5, 5, 4, 2, 7, 2, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}",2.8204786773455344,"{'packedBins': {'count': 64, 'min': -0.10804366320371628, 'size': 0.0031864105258136988}, '_type': 'histogram', 'values': [1, 0, 0, 0, 1, 1, 1, 5, 8, 5, 4, 4, 4, 4, 6, 9, 13, 15, 16, 8, 16, 7, 11, 8, 13, 11, 12, 7, 8, 10, 16, 9, 9, 11, 14, 9, 12, 9, 9, 14, 9, 11, 13, 11, 8, 16, 15, 7, 16, 9, 8, 10, 9, 7, 10, 7, 2, 6, 6, 2, 5, 3, 1, 1]}","{'_type': 'histogram', 'values': [1, 2, 4, 1, 1, 2, 4, 2, 1, 5, 3, 5, 3, 5, 6, 7, 5, 6, 2, 6, 10, 12, 19, 20, 13, 9, 19, 21, 67, 17, 15, 11, 6, 3, 8, 8, 7, 4, 5, 7, 4, 7, 6, 7, 8, 8, 6, 7, 7, 10, 9, 9, 6, 7, 9, 6, 6, 6, 7, 10, 4, 1, 4, 6], 'packedBins': {'min': -0.05871128290891647, 'size': 0.0020281746983528137, 'count': 64}}",,1756966639.8920152,0.5034447123665174,0,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': 0.016108999028801918, 'size': 0.00012275305925868452, 'count': 64}}","{'values': [1, 0, 0, 0, 0, 1, 2, 0, 0, 5, 9, 10, 11, 21, 32, 44, 59, 98, 121, 167, 196, 309, 384, 557, 854, 1104, 1564, 2085, 2817, 3636, 4503, 5548, 85911, 4841, 3655, 2919, 2338, 1805, 1333, 1053, 754, 590, 467, 326, 226, 175, 147, 97, 74, 58, 39, 27, 25, 11, 9, 11, 9, 9, 11, 6, 2, 3, 2, 1], 'packedBins': {'count': 64, 'min': -0.0164642333984375, 'size': 0.0005128383636474609}, '_type': 'histogram'}",,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.119873046875, 'size': 0.00374603271484375, 'count': 64}}",9.823244887,"{'values': [2, 0, 0, 0, 0, 1, 2, 1, 2, 1, 4, 1, 3, 3, 1, 4, 3, 4, 1, 7, 3, 9, 8, 4, 8, 5, 4, 92, 3, 5, 7, 5, 1, 6, 4, 1, 8, 6, 2, 5, 5, 3, 3, 2, 2, 4, 5, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1], 'packedBins': {'count': 64, 'min': -0.024261474609375, 'size': 0.0008783340454101562}, '_type': 'histogram'}","{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.0027637481689453125, 'size': 8.636713027954102e-05, 'count': 64}}",,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'count': 64, 'min': -0.05798471346497536, 'size': 0.001317592861596495}}","{'values': [1, 2, 1, 5, 5, 7, 8, 8, 7, 22, 22, 23, 58, 118, 392, 838, 1267, 1604, 1909, 2254, 2418, 2482, 2570, 2666, 2722, 2731, 2756, 3022, 4693, 7638, 37882, 8830, 6075, 3172, 2849, 2702, 2795, 2696, 2626, 2577, 2451, 2519, 2344, 2235, 1938, 1423, 1221, 990, 708, 430, 183, 72, 32, 21, 13, 14, 11, 6, 3, 1, 2, 0, 1, 1], 'packedBins': {'count': 64, 'min': -0.08708315342664719, 'size': 0.0028376132249832153}, '_type': 'histogram'}","{'_type': 'histogram', 'values': [4, 6, 4, 7, 8, 6, 6, 8, 8, 8, 8, 1, 6, 4, 8, 11, 11, 9, 4, 5, 8, 10, 10, 6, 7, 7, 5, 8, 7, 8, 12, 16, 9, 13, 7, 11, 6, 13, 10, 9, 3, 9, 14, 6, 4, 7, 11, 7, 7, 16, 9, 8, 6, 13, 12, 12, 5, 13, 13, 5, 4, 4, 6, 4], 'packedBins': {'min': -0.06113439053297043, 'size': 0.0019317527185194194, 'count': 64}}","{'packedBins': {'min': -0.003170013427734375, 'size': 9.906291961669922e-05, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 0, 1, 0, 1, 0, 2, 3, 4, 3, 3, 3, 8, 10, 9, 7, 9, 10, 6, 7, 7, 7, 4, 9, 6, 10, 11, 6, 11, 9, 187, 11, 6, 11, 10, 6, 9, 4, 7, 7, 7, 6, 10, 9, 7, 9, 10, 8, 3, 3, 3, 4, 3, 2, 0, 1, 0, 1, 0, 0, 0, 1]}","{'_type': 'histogram', 'values': [2, 1, 1, 2, 10, 11, 15, 27, 29, 44, 28, 52, 36, 50, 63, 47, 28, 32, 48, 45, 41, 43, 37, 40, 36, 37, 44, 41, 47, 51, 51, 52, 41, 44, 35, 45, 45, 61, 44, 43, 52, 42, 46, 45, 41, 37, 38, 37, 42, 44, 42, 41, 35, 27, 8, 5, 6, 3, 2, 2, 3, 0, 0, 1], 'packedBins': {'min': -0.08098670840263367, 'size': 0.002632730291225016, 'count': 64}}",,0.8886965124907247,0.9935866857476017,0.29511079845233906,0.15757672125934172,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'count': 64, 'min': -0.048677004873752594, 'size': 0.0009451542136957869}}","{'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 3, 0, 2, 6, 2, 5, 1, 4, 7, 3, 6, 1, 9, 4, 11, 4, 8, 11, 14, 15, 16, 23, 19, 36, 48, 45, 57, 92, 875, 177, 108, 89, 59, 48, 43, 24, 31, 25, 25, 26, 15, 10, 10, 7, 6, 5, 3, 0, 1, 0, 3], 'packedBins': {'min': -0.2186279296875, 'size': 0.0052318572998046875, 'count': 64}, '_type': 'histogram'}",
"{'packedBins': {'min': -0.046862468123435974, 'size': 0.001570116146467626, 'count': 64}, '_type': 'histogram', 'values': [1, 1, 1, 2, 3, 1, 3, 2, 1, 8, 6, 2, 6, 6, 10, 5, 1, 3, 2, 7, 5, 2, 7, 7, 3, 6, 5, 6, 3, 1, 5, 6, 4, 3, 2, 4, 7, 5, 7, 3, 2, 7, 8, 3, 3, 3, 12, 0, 3, 8, 5, 6, 3, 4, 8, 2, 3, 0, 4, 4, 1, 2, 1, 2]}",0.42739717375383657,,3.022023096680641,0.14798277793535214,0.6134805788271135,"{'values': [1, 0, 0, 0, 2, 1, 0, 0, 0, 4, 0, 0, 3, 2, 2, 3, 1, 9, 4, 6, 16, 6, 24, 22, 40, 57, 77, 94, 161, 313, 556, 1157, 2796, 11493, 101852, 7745, 2334, 923, 453, 299, 201, 131, 71, 51, 36, 24, 24, 15, 15, 13, 5, 6, 6, 5, 3, 2, 3, 0, 3, 1, 0, 0, 0, 1], 'packedBins': {'min': -0.01641845703125, 'size': 0.0004775524139404297, 'count': 64}, '_type': 'histogram'}","{'values': [1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 2, 1, 0, 1, 1, 1, 1, 1, 5, 3, 8, 7, 7, 4, 12, 10, 16, 11, 17, 24, 207, 21, 17, 13, 14, 12, 12, 17, 9, 12, 3, 4, 4, 4, 7, 6, 2, 2, 0, 3, 0, 1, 2, 0, 2, 0, 0, 0, 0, 1], 'packedBins': {'count': 64, 'min': -0.020355224609375, 'size': 0.0005919933319091797}, '_type': 'histogram'}","{'values': [3, 2, 7, 3, 12, 24, 22, 35, 41, 75, 77, 103, 127, 150, 252, 285, 456, 712, 1130, 1816, 2323, 2759, 3079, 3313, 3496, 3844, 3859, 3980, 4466, 5736, 47640, 5273, 4281, 4024, 3833, 3598, 3572, 3415, 3058, 2784, 2320, 1714, 1178, 702, 439, 299, 206, 131, 90, 81, 63, 57, 34, 30, 17, 19, 6, 7, 6, 3, 2, 1, 1, 1], 'packedBins': {'min': -0.1606316715478897, 'size': 0.005281802266836166, 'count': 64}, '_type': 'histogram'}",2.0,,0.4705343111576742,"{'packedBins': {'min': -0.061248779296875, 'size': 0.0019745826721191406, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}",0.0001,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 2, 0, 0, 1, 1, 0, 2, 2, 0, 2, 1, 3, 1, 2, 4, 5, 6, 7, 10, 6, 8, 8, 11, 15, 12, 13, 27, 31, 181, 27, 13, 12, 15, 11, 8, 8, 6, 10, 7, 6, 5, 4, 2, 1, 3, 1, 2, 0, 2, 2, 0, 1, 1, 0, 0, 2, 0, 0, 0, 1], 'packedBins': {'min': -0.162353515625, 'size': 0.00507354736328125, 'count': 64}}",2.6484687485937344,"{'_type': 'histogram', 'values': [2, 1, 0, 0, 0, 0, 3, 1, 0, 2, 4, 6, 9, 11, 9, 13, 10, 5, 14, 19, 17, 19, 10, 13, 10, 16, 6, 13, 17, 13, 20, 22, 12, 12, 17, 13, 21, 22, 8, 12, 16, 18, 9, 10, 8, 11, 7, 6, 3, 4, 3, 3, 3, 2, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1], 'packedBins': {'min': -0.1491241455078125, 'size': 0.004930732771754265, 'count': 64}}","{'packedBins': {'min': -0.05765495449304581, 'size': 0.001974250189960003, 'count': 64}, '_type': 'histogram', 'values': [3, 1, 3, 1, 4, 2, 1, 3, 2, 4, 4, 4, 4, 7, 3, 9, 7, 3, 2, 5, 6, 5, 6, 6, 3, 4, 14, 12, 58, 102, 9, 12, 3, 6, 7, 7, 3, 5, 5, 7, 2, 7, 11, 4, 6, 9, 10, 5, 8, 7, 7, 10, 7, 9, 7, 5, 8, 6, 6, 4, 7, 5, 4, 6]}",,1756966654.0315182,0.5158552669304433,1,"{'_type': 'histogram', 'bins': [0.017688201740384102, 0.017761560156941414, 0.017834920436143875, 0.017908278852701187, 0.0179816372692585, 0.01805499568581581, 0.018128355965018272, 0.018201714381575584, 0.018275072798132896, 0.018348433077335358, 0.01842179149389267, 0.01849514991044998, 0.018568510189652443, 0.018641868606209755, 0.018715227022767067, 0.01878858543932438, 0.01886194571852684, 0.018935304135084152, 0.019008662551641464, 0.019082022830843925, 0.019155381247401237, 0.01922873966395855, 0.01930209994316101, 0.019375458359718323, 0.019448816776275635, 0.019522175192832947, 0.019595535472035408, 0.01966889388859272, 0.019742252305150032, 0.019815612584352493, 0.019888971000909805, 0.019962329417467117, 0.02003568783402443, 0.02010904811322689, 0.020182406529784203, 0.020255764946341515, 0.020329125225543976, 0.020402483642101288, 0.0204758420586586, 0.02054920233786106, 0.020622560754418373, 0.020695919170975685, 0.020769277587532997, 0.02084263786673546, 0.02091599628329277, 0.020989354699850082, 0.021062714979052544, 0.021136073395609856, 0.021209431812167168, 0.02128279209136963, 0.02135615050792694, 0.021429508924484253, 0.021502867341041565, 0.021576227620244026, 0.021649586036801338, 0.02172294445335865, 0.02179630473256111, 0.021869663149118423, 0.021943021565675735, 0.022016381844878197, 0.02208974026143551, 0.02216309867799282, 0.022236457094550133, 0.022309817373752594, 0.022383175790309906], 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}","{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 2, 1, 3, 3, 6, 4, 4, 13, 14, 24, 37, 64, 59, 103, 124, 192, 262, 404, 537, 737, 1160, 1578, 2301, 3550, 5434, 8241, 84021, 6998, 4849, 3300, 2208, 1585, 1024, 706, 469, 357, 221, 163, 109, 78, 44, 32, 17, 13, 4, 7, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.0164947509765625, 'size': 0.0005102157592773438, 'count': 64}}",,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.08203125, 'size': 0.0025634765625, 'count': 64}}",23.962715961,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 2, 0, 1, 1, 1, 8, 4, 0, 4, 1, 2, 2, 3, 8, 6, 12, 10, 8, 91, 7, 12, 9, 8, 8, 4, 7, 4, 4, 3, 3, 5, 1, 0, 2, 2, 0, 1, 2, 1, 0, 2, 0, 0, 1, 0, 1], 'packedBins': {'min': -0.0300750732421875, 'size': 0.0008161067962646484, 'count': 64}}","{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.0020046234130859375, 'size': 6.264448165893555e-05, 'count': 64}}",,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'count': 64, 'min': -0.05899382382631302, 'size': 0.0013134849432390183}}","{'values': [2, 1, 2, 6, 3, 13, 11, 10, 25, 28, 41, 51, 77, 87, 165, 287, 640, 1186, 1744, 2344, 2752, 2932, 3216, 3261, 3503, 3513, 3777, 4439, 6935, 49980, 4376, 3830, 3516, 3505, 3438, 3199, 3097, 2993, 2880, 2406, 1972, 1634, 1258, 820, 439, 217, 115, 94, 68, 41, 43, 20, 22, 15, 12, 7, 13, 6, 3, 0, 0, 0, 1, 1], 'packedBins': {'size': 0.0036044211592525244, 'count': 64, 'min': -0.10484623908996582}, '_type': 'histogram'}","{'_type': 'histogram', 'values': [2, 0, 1, 4, 5, 10, 1, 8, 5, 9, 11, 9, 6, 6, 4, 6, 7, 14, 8, 8, 4, 6, 12, 10, 7, 8, 7, 10, 8, 11, 8, 10, 16, 15, 7, 10, 8, 16, 12, 4, 4, 13, 13, 7, 8, 5, 9, 11, 9, 9, 10, 13, 13, 16, 8, 11, 15, 7, 5, 1, 4, 5, 1, 2], 'packedBins': {'min': -0.0656421035528183, 'size': 0.002043592045083642, 'count': 64}}","{'packedBins': {'min': -0.00160980224609375, 'size': 5.030632019042969e-05, 'count': 64}, '_type': 'histogram', 'values': [2, 1, 0, 1, 2, 0, 0, 2, 1, 0, 4, 4, 8, 9, 7, 8, 8, 9, 11, 7, 11, 7, 11, 11, 11, 9, 8, 6, 5, 6, 4, 8, 158, 4, 6, 5, 6, 8, 9, 11, 11, 11, 7, 11, 7, 11, 9, 8, 8, 7, 9, 8, 4, 4, 0, 1, 2, 0, 0, 2, 1, 0, 1, 2]}","{'packedBins': {'min': -0.10588523000478745, 'size': 0.003272823174484074, 'count': 64}, '_type': 'histogram', 'values': [1, 3, 1, 0, 4, 2, 6, 6, 8, 5, 11, 11, 20, 28, 33, 45, 47, 55, 66, 51, 43, 43, 48, 52, 52, 57, 50, 56, 46, 45, 51, 67, 76, 54, 54, 55, 51, 59, 58, 41, 59, 54, 63, 45, 50, 44, 47, 52, 41, 33, 32, 21, 9, 6, 4, 4, 4, 8, 1, 6, 1, 2, 0, 1]}",,0.8886965124907247,1.0,0.3014421385860007,0.21540255472518152,"{'packedBins': {'min': -0.04816226288676262, 'size': 0.0009290882298955694, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}","{'values': [1, 0, 0, 2, 0, 1, 4, 3, 1, 6, 6, 3, 4, 12, 5, 6, 6, 14, 16, 12, 18, 21, 30, 24, 27, 48, 46, 58, 69, 97, 708, 183, 142, 87, 80, 36, 41, 38, 30, 30, 22, 22, 19, 21, 9, 9, 5, 2, 6, 2, 4, 2, 3, 0, 0, 3, 1, 1, 1, 0, 0, 0, 0, 1], 'packedBins': {'size': 0.0035715103149414062, 'count': 64, 'min': -0.11065673828125}, '_type': 'histogram'}",
