parameters/head_lesion.weight,train_skin_recall,train_skin_f1,val_bm_acc,parameters/head_lesion.bias,val_skin_precision,test_loss,test_bm_precision,train_lesion_acc,_runtime,gradients/head_bm.bias,epoch,parameters/trunk.0.weight,val_lesion_acc,test_skin_recall,train_lesion_recall,test_lesion_f1,parameters/trunk.0.bias,train_bm_f1,gradients/head_lesion.weight,val_lesion_f1,test_lesion_acc,gradients/head_skin.weight,test_lesion_precision,gradients/head_skin.bias,gradients/head_lesion.bias,gradients/trunk.0.weight,parameters/head_skin.weight,train_lesion_precision,val_lesion_recall,parameters/trunk.3.bias,test_skin_acc,val_lesion_precision,parameters/head_bm.weight,lr,parameters/head_skin.bias,val_bm_recall,val_loss,val_skin_f1,train_bm_recall,parameters/trunk.3.weight,val_bm_f1,gradients/trunk.3.weight,train_lesion_f1,_step,test_skin_f1,test_bm_acc,parameters/head_bm.bias,train_skin_precision,test_lesion_recall,gradients/trunk.0.bias,train_loss,train_bm_acc,test_bm_f1,gradients/trunk.3.bias,val_skin_acc,val_bm_precision,train_skin_acc,_timestamp,test_skin_precision,train_bm_precision,test_bm_recall,val_skin_recall,gradients/head_bm.weight
"{'packedBins': {'min': -0.08266189694404602, 'size': 0.0026363267097622156, 'count': 64}, '_type': 'histogram', 'values': [2, 1, 3, 2, 6, 5, 13, 18, 34, 40, 52, 39, 29, 38, 53, 35, 38, 47, 54, 39, 39, 41, 41, 41, 48, 37, 43, 43, 48, 35, 55, 44, 38, 48, 48, 40, 37, 46, 41, 41, 42, 33, 32, 53, 56, 48, 43, 45, 50, 42, 33, 37, 49, 33, 22, 10, 7, 5, 3, 0, 0, 2, 0, 1]}",1.0,1.0,0.6001523229246002,"{'_type': 'histogram', 'values': [1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.04813583195209503, 'size': 0.0016634477651678026, 'count': 64}}",0.7897814913131768,,,0.15100439921556155,4.61475695,"{'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'count': 64, 'min': -0.2152099609375, 'size': 0.006725311279296875}, '_type': 'histogram'}",1.0,"{'_type': 'histogram', 'values': [3, 3, 6, 9, 10, 18, 29, 39, 55, 87, 113, 131, 176, 406, 730, 1149, 2554, 3103, 3560, 3891, 4042, 4006, 4162, 4012, 4149, 4090, 4037, 4094, 4229, 4107, 4131, 4115, 4205, 4099, 4123, 4089, 4088, 4054, 4111, 4196, 4222, 4027, 3984, 4026, 3860, 3568, 3352, 2599, 1196, 891, 448, 224, 163, 89, 73, 36, 28, 28, 20, 14, 5, 2, 4, 2], 'packedBins': {'count': 64, 'min': -0.1268608272075653, 'size': 0.003964380128309131}}",0.2898346816742877,,0.15100439921556155,,"{'_type': 'histogram', 'values': [7, 5, 5, 6, 7, 9, 8, 10, 6, 10, 8, 7, 14, 7, 4, 16, 9, 7, 8, 9, 11, 8, 6, 12, 8, 13, 15, 15, 5, 10, 8, 8, 4, 8, 5, 10, 5, 7, 7, 10, 10, 8, 5, 7, 7, 11, 6, 11, 6, 6, 10, 8, 6, 6, 5, 9, 14, 8, 10, 4, 4, 7, 5, 2], 'packedBins': {'min': -0.06386907398700714, 'size': 0.0021065438631922007, 'count': 64}}",0.3980674154796267,"{'packedBins': {'min': -0.1328125, 'size': 0.0039501190185546875, 'count': 64}, '_type': 'histogram', 'values': [2, 1, 0, 0, 1, 4, 4, 0, 4, 4, 2, 5, 6, 3, 6, 6, 5, 13, 10, 4, 15, 14, 15, 19, 21, 26, 27, 28, 43, 44, 54, 62, 59, 919, 90, 91, 74, 53, 42, 49, 25, 28, 26, 28, 17, 14, 12, 10, 9, 13, 8, 4, 4, 5, 3, 6, 3, 2, 1, 2, 0, 1, 1, 1]}",0.13941092186809134,,"{'packedBins': {'min': -0.004306793212890625, 'size': 0.00013458728790283203, 'count': 64}, '_type': 'histogram', 'values': [2, 0, 1, 1, 0, 1, 0, 3, 3, 4, 2, 2, 3, 11, 7, 2, 5, 5, 7, 7, 4, 2, 7, 8, 5, 9, 8, 10, 13, 11, 4, 16, 202, 4, 11, 13, 10, 8, 9, 5, 8, 7, 2, 4, 7, 7, 5, 5, 2, 7, 11, 3, 2, 2, 4, 3, 3, 0, 1, 0, 1, 1, 0, 2]}",,"{'packedBins': {'min': -0.00395965576171875, 'size': 0.00012373924255371094, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}","{'_type': 'histogram', 'values': [1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1], 'packedBins': {'min': -0.0616455078125, 'size': 0.002227783203125, 'count': 64}}","{'packedBins': {'min': -0.019683837890625, 'size': 0.0006289482116699219, 'count': 64}, '_type': 'histogram', 'values': [2, 0, 0, 0, 1, 3, 0, 1, 2, 5, 1, 1, 6, 2, 2, 5, 9, 9, 12, 16, 22, 42, 50, 60, 95, 148, 269, 503, 1133, 2649, 11651, 104172, 6140, 1926, 824, 478, 273, 167, 96, 65, 55, 34, 40, 21, 18, 13, 15, 6, 8, 3, 4, 5, 3, 1, 1, 2, 0, 0, 0, 2, 0, 0, 0, 1]}","{'packedBins': {'size': 0.00353174633346498, 'count': 64, 'min': -0.10853571444749832}, '_type': 'histogram', 'values': [1, 1, 0, 0, 2, 3, 4, 10, 1, 4, 4, 5, 4, 6, 11, 16, 12, 6, 11, 18, 9, 10, 17, 17, 13, 10, 8, 17, 8, 12, 8, 15, 16, 11, 15, 13, 14, 9, 14, 11, 13, 11, 13, 6, 12, 22, 16, 8, 7, 5, 0, 7, 7, 10, 4, 1, 2, 0, 0, 1, 0, 0, 0, 1]}",0.15253719948953015,0.2898346816742877,"{'_type': 'histogram', 'values': [1, 4, 1, 0, 3, 2, 2, 9, 2, 6, 2, 7, 10, 4, 5, 4, 1, 5, 3, 6, 7, 2, 5, 5, 4, 4, 5, 3, 5, 6, 3, 9, 3, 11, 5, 4, 4, 1, 7, 6, 3, 6, 1, 4, 6, 7, 6, 2, 8, 2, 4, 3, 1, 4, 2, 3, 4, 2, 1, 1, 5, 2, 2, 1], 'packedBins': {'min': -0.04669808968901634, 'size': 0.001515151234343648, 'count': 64}}",,0.09177825112409761,"{'packedBins': {'count': 64, 'min': -0.0655701532959938, 'size': 0.0020184022141620517}, '_type': 'histogram', 'values': [2, 8, 6, 8, 6, 8, 12, 10, 4, 3, 10, 6, 5, 7, 9, 10, 22, 9, 10, 9, 8, 5, 6, 6, 6, 4, 8, 12, 5, 14, 12, 10, 15, 6, 9, 2, 10, 6, 4, 3, 7, 16, 11, 7, 9, 9, 6, 7, 6, 11, 5, 6, 8, 15, 6, 7, 9, 6, 9, 12, 8, 7, 6, 4]}",0.0001,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'size': 0.0013827080256305635, 'count': 64, 'min': -0.04972675442695618}}",0.6001523229246002,2.956404596567154,0.8363244026661011,0.5961428079439789,"{'packedBins': {'min': -0.10366636514663696, 'size': 0.0031393106328323483, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 1, 1, 1, 1, 1, 9, 8, 13, 18, 18, 27, 25, 41, 59, 94, 277, 1181, 3416, 3777, 4223, 4381, 4437, 4685, 4569, 4652, 4602, 4510, 4608, 4596, 4562, 4672, 4729, 4523, 4611, 4517, 4658, 4644, 4791, 4667, 4603, 4699, 4663, 4472, 4307, 3812, 1502, 968, 699, 363, 173, 82, 32, 33, 27, 10, 8, 4, 4, 2, 2, 0, 1]}",0.45018565489251305,"{'packedBins': {'size': 0.0006616115570068359, 'count': 64, 'min': -0.0218048095703125}, '_type': 'histogram', 'values': [1, 0, 0, 0, 1, 0, 1, 2, 1, 3, 7, 7, 11, 15, 16, 22, 27, 29, 53, 91, 116, 164, 210, 313, 422, 589, 836, 1158, 1458, 2020, 2758, 3897, 89492, 5732, 5130, 3981, 3015, 2331, 1790, 1322, 1043, 792, 577, 429, 322, 239, 188, 127, 92, 71, 57, 42, 19, 17, 5, 9, 11, 5, 2, 0, 2, 0, 0, 2]}",0.12723526019465592,0,,,"{'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'size': 0.0005513087671715766, 'count': 64, 'min': -0.05010441318154335}, '_type': 'histogram'}",1.0,,"{'_type': 'histogram', 'values': [2, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 1, 0, 1, 1, 1, 0, 4, 3, 0, 3, 3, 5, 4, 6, 7, 8, 10, 8, 15, 241, 14, 22, 15, 18, 17, 17, 10, 9, 5, 7, 10, 10, 5, 6, 5, 3, 1, 1, 0, 5, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1], 'packedBins': {'size': 0.0007801055908203125, 'count': 64, 'min': -0.0244140625}}",2.801251245757281,0.5961428079439789,,"{'values': [1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 2, 0, 2, 2, 5, 2, 5, 2, 1, 3, 4, 1, 3, 3, 5, 6, 5, 96, 2, 9, 12, 12, 5, 5, 7, 3, 1, 6, 3, 3, 3, 6, 2, 2, 2, 2, 4, 1, 1, 2, 2, 3, 1, 0, 2, 0, 0, 0, 1], 'packedBins': {'min': -0.03277587890625, 'size': 0.0010061264038085938, 'count': 64}, '_type': 'histogram'}",0.8886965124907247,0.3601828107117936,1.0,1756966582.3672047,,0.5263108676211734,,0.8886965124907247,"{'_type': 'histogram', 'values': [1, 1, 0, 2, 1, 2, 0, 2, 0, 1, 4, 1, 4, 4, 2, 0, 3, 5, 2, 3, 4, 9, 12, 14, 5, 10, 5, 9, 6, 14, 12, 25, 211, 12, 14, 6, 9, 5, 10, 5, 14, 12, 9, 4, 3, 2, 5, 3, 0, 2, 4, 4, 1, 4, 1, 0, 2, 0, 2, 1, 2, 0, 1, 1], 'packedBins': {'min': -0.320556640625, 'size': 0.01001739501953125, 'count': 64}}"
"{'_type': 'histogram', 'values': [1, 1, 0, 1, 1, 0, 4, 1, 10, 2, 10, 5, 12, 15, 23, 35, 45, 53, 42, 45, 49, 57, 63, 60, 48, 59, 50, 59, 57, 40, 55, 57, 54, 52, 51, 57, 45, 61, 61, 58, 46, 42, 61, 59, 61, 61, 42, 60, 56, 45, 45, 25, 14, 12, 4, 1, 3, 4, 1, 4, 0, 1, 1, 1], 'packedBins': {'size': 0.003425327013246715, 'count': 64, 'min': -0.11466023325920105}}",1.0,1.0,0.6001523229246002,"{'packedBins': {'min': -0.04517551138997078, 'size': 0.0016580697847530246, 'count': 64}, '_type': 'histogram', 'values': [2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]}",0.7897814913131768,,,0.21656861186198123,9.056931739,"{'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'count': 64, 'min': -0.036376953125, 'size': 0.0011377334594726562}, '_type': 'histogram'}",2.0,"{'_type': 'histogram', 'values': [2, 4, 7, 10, 11, 17, 21, 36, 48, 62, 68, 80, 110, 137, 203, 259, 376, 504, 819, 1523, 3924, 4764, 5351, 5446, 5689, 5515, 5653, 5600, 5663, 5708, 5655, 5722, 5657, 5661, 5627, 5655, 5568, 5701, 5473, 5551, 5066, 4770, 3375, 1378, 802, 488, 349, 263, 179, 133, 92, 63, 56, 50, 29, 26, 26, 19, 13, 6, 5, 1, 0, 3], 'packedBins': {'min': -0.17377969622612, 'size': 0.005539229139685631, 'count': 64}}",0.3007386563489272,,0.21656861186198123,,"{'packedBins': {'min': -0.06396091729402542, 'size': 0.002048726659268141, 'count': 64}, '_type': 'histogram', 'values': [7, 5, 5, 7, 6, 10, 3, 12, 7, 11, 7, 8, 13, 10, 1, 14, 11, 7, 7, 7, 14, 7, 7, 9, 10, 12, 13, 11, 8, 7, 8, 14, 5, 10, 4, 3, 9, 8, 5, 10, 8, 9, 7, 4, 3, 12, 12, 6, 8, 11, 5, 6, 7, 6, 8, 9, 8, 9, 7, 13, 4, 6, 7, 5]}",0.3817438643448728,"{'_type': 'histogram', 'values': [1, 0, 1, 0, 0, 0, 2, 2, 2, 2, 0, 0, 1, 0, 1, 3, 4, 3, 5, 3, 9, 9, 8, 7, 9, 17, 7, 27, 21, 29, 14, 35, 48, 52, 70, 74, 104, 829, 112, 88, 74, 80, 63, 50, 39, 25, 18, 20, 23, 11, 9, 9, 8, 4, 6, 2, 0, 1, 1, 3, 0, 0, 2, 1], 'packedBins': {'count': 64, 'min': -0.1326904296875, 'size': 0.00354766845703125}}",0.18853493426999055,,"{'values': [1, 1, 0, 1, 2, 2, 1, 1, 3, 2, 2, 2, 7, 4, 2, 5, 6, 9, 10, 9, 6, 6, 9, 7, 16, 12, 9, 10, 8, 5, 3, 13, 177, 3, 5, 8, 10, 9, 12, 16, 7, 9, 6, 6, 9, 10, 9, 6, 5, 2, 4, 7, 2, 2, 2, 3, 1, 1, 2, 2, 1, 0, 1, 1], 'packedBins': {'count': 64, 'min': -0.0019741058349609375, 'size': 6.16908073425293e-05}, '_type': 'histogram'}",,"{'packedBins': {'min': -0.002185821533203125, 'size': 6.830692291259766e-05, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}","{'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.06915283203125, 'size': 0.0020799636840820312, 'count': 64}, '_type': 'histogram'}","{'packedBins': {'size': 0.000606536865234375, 'count': 64, 'min': -0.021209716796875}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 2, 1, 3, 4, 3, 3, 5, 7, 8, 5, 13, 14, 25, 27, 28, 52, 88, 133, 212, 342, 578, 1374, 4041, 91211, 26769, 3566, 1181, 578, 293, 163, 100, 71, 50, 25, 25, 16, 12, 3, 5, 4, 4, 5, 3, 3, 0, 2, 3, 2, 2, 0, 0, 0, 2]}","{'packedBins': {'min': -0.16423772275447845, 'size': 0.005446013994514942, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 2, 4, 3, 8, 10, 3, 11, 11, 12, 11, 17, 18, 13, 16, 18, 22, 16, 18, 10, 22, 13, 16, 12, 12, 22, 17, 24, 22, 12, 19, 17, 16, 6, 6, 10, 7, 10, 6, 0, 1, 1, 5, 0, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1]}",0.19625807804415696,0.3007386563489272,"{'packedBins': {'min': -0.04706425219774246, 'size': 0.001535030547529459, 'count': 64}, '_type': 'histogram', 'values': [2, 2, 2, 0, 2, 3, 2, 6, 4, 3, 3, 7, 6, 4, 8, 8, 4, 4, 5, 2, 5, 3, 5, 8, 1, 1, 5, 4, 8, 2, 8, 6, 6, 8, 6, 6, 3, 5, 6, 4, 3, 2, 7, 2, 5, 7, 6, 3, 7, 3, 5, 2, 0, 3, 3, 4, 5, 0, 1, 4, 3, 1, 2, 1]}",,0.23777866558640068,"{'values': [2, 1, 9, 7, 8, 11, 13, 9, 6, 3, 9, 4, 8, 6, 6, 10, 21, 9, 7, 13, 6, 7, 8, 4, 6, 6, 4, 10, 8, 8, 19, 8, 11, 12, 8, 4, 6, 7, 9, 0, 7, 12, 11, 13, 4, 9, 7, 11, 5, 7, 7, 6, 6, 7, 9, 11, 9, 10, 7, 9, 10, 6, 10, 6], 'packedBins': {'count': 64, 'min': -0.06464861333370209, 'size': 0.001965886913239956}, '_type': 'histogram'}",0.0001,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'size': 0.0014362536603584886, 'count': 64, 'min': -0.05144026130437851}}",0.6001523229246002,2.9451593551784754,0.8363244026661011,0.5949933972555549,"{'packedBins': {'min': -0.12166504561901093, 'size': 0.0039269463159143925, 'count': 64}, '_type': 'histogram', 'values': [2, 0, 0, 3, 2, 3, 4, 9, 19, 19, 26, 55, 41, 56, 78, 97, 152, 206, 504, 2098, 4409, 4930, 5334, 5597, 5622, 5741, 5711, 5571, 5741, 5666, 5794, 5781, 5746, 5589, 5775, 5746, 5937, 5665, 5712, 5716, 5424, 4970, 2314, 1198, 791, 426, 215, 139, 88, 84, 67, 50, 37, 32, 26, 15, 10, 10, 4, 6, 3, 2, 2, 2]}",0.45018565489251305,"{'_type': 'histogram', 'values': [3, 3, 1, 1, 2, 9, 3, 5, 8, 17, 16, 23, 34, 45, 66, 84, 80, 130, 166, 218, 263, 413, 497, 688, 888, 1233, 1616, 1982, 2693, 3288, 4217, 5093, 86281, 5331, 3833, 2895, 2199, 1671, 1323, 906, 754, 519, 425, 292, 242, 150, 111, 92, 59, 46, 40, 28, 31, 12, 13, 6, 9, 4, 4, 4, 2, 1, 1, 3], 'packedBins': {'min': -0.01241302490234375, 'size': 0.0003820657730102539, 'count': 64}}",0.17624745010055343,1,,,"{'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.05088051036000252, 'size': 0.0005755535676144063, 'count': 64}, '_type': 'histogram'}",1.0,,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 2, 2, 2, 3, 2, 4, 4, 5, 8, 9, 9, 13, 19, 18, 12, 11, 17, 244, 20, 14, 15, 10, 16, 4, 4, 8, 10, 3, 4, 1, 2, 0, 2, 1, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 2], 'packedBins': {'min': -0.02630615234375, 'size': 0.0007522106170654297, 'count': 64}}",2.6326766147451885,0.5949933972555549,,"{'values': [3, 1, 0, 1, 0, 1, 2, 4, 2, 1, 1, 1, 0, 3, 5, 2, 3, 3, 5, 10, 14, 6, 7, 2, 8, 2, 92, 3, 11, 7, 8, 1, 3, 6, 4, 4, 5, 4, 3, 2, 2, 2, 1, 3, 4, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.0178985595703125, 'size': 0.0006687641143798828, 'count': 64}, '_type': 'histogram'}",0.8886965124907247,0.3601828107117936,1.0,1756966586.8094492,,0.5091869285251455,,0.8886965124907247,"{'values': [2, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 3, 0, 5, 3, 1, 8, 4, 5, 4, 8, 7, 9, 11, 8, 9, 10, 18, 13, 18, 189, 23, 19, 14, 16, 10, 10, 7, 11, 9, 7, 8, 5, 4, 5, 7, 1, 3, 5, 0, 3, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 2], 'packedBins': {'count': 64, 'min': -0.1309814453125, 'size': 0.0040950775146484375}, '_type': 'histogram'}"
